-3.23,0.38,0.44,0
-2.85,0.03,-1.44,0
-3.30,-0.63,-0.77,0
-3.85,-0.84,0.50,0
-4.19,-0.25,-0.15,0
-3.99,0.26,0.43,0
-3.05,0.49,0.01,0
-2.34,0.15,-0.38,0
-2.23,-0.56,-0.82,0
-2.56,-1.06,-0.56,0
-2.94,-0.74,0.22,0
-3.05,-0.27,0.44,0
-2.30,0.36,0.93,0
-2.61,0.27,0.94,0
-3.02,-0.15,0.94,0
-3.33,-0.42,0.84,0
-3.26,-0.81,0.98,0
-2.89,-0.57,0.37,0
-2.81,-0.07,0.35,0
-3.05,0.02,1.14,0
-3.15,-0.15,0.96,0
-3.37,-0.49,0.95,0
-3.37,-0.44,1.18,0
-3.45,-0.60,0.48,0
-3.14,-0.05,-0.55,0
-3.50,-0.45,-0.01,0
-3.71,-0.76,0.34,0
-3.80,-0.69,0.46,0
-3.20,-0.87,0.19,0
-3.06,-0.87,0.04,0
-3.39,-0.62,1.22,0
-3.66,-0.52,1.52,0
-3.26,-0.17,0.48,0
-2.65,-0.28,-0.53,0
-2.85,-0.55,-1.04,0
-3.16,-1.19,-0.07,0
-2.57,0.00,0.64,0
-2.18,0.24,1.13,0
-2.26,0.25,1.31,0
-3.03,0.21,1.38,0
-3.12,-0.16,0.49,0
-2.84,-0.56,-0.55,0
-2.65,-0.88,-1.00,0
-2.87,-1.47,-0.60,0
-3.01,-1.38,-0.18,0
-2.81,-1.46,-0.04,0
-2.69,-1.21,0.44,0
-2.53,-0.81,0.56,0
-3.11,-1.07,-0.22,0
-2.98,-0.83,0.15,0
-2.84,-0.65,0.58,0
-2.95,-0.43,0.39,0
-2.65,-0.19,0.39,0
-2.72,-0.18,0.69,0
-3.06,-0.44,1.49,0
-3.30,-0.68,1.81,0
-2.98,-0.74,0.89,0
-2.62,-1.04,-0.06,0
-2.21,-1.08,-0.47,0
-2.42,-1.14,-0.62,0
-2.68,-0.66,-0.40,0
-2.62,-0.73,-0.84,0
-2.82,-0.79,-0.36,0
-3.23,-0.63,0.37,0
-3.62,-1.02,1.21,0
-3.62,-1.17,1.21,0
-2.88,-1.40,1.08,0
-2.60,-0.98,0.40,0
-2.87,-0.94,0.21,0
-3.29,-1.22,0.48,0
-3.34,-1.28,0.53,0
-3.28,-0.82,0.60,0
-3.43,-1.34,-0.07,0
-3.82,-1.16,0.18,0
-4.48,-1.05,0.78,0
-4.33,-1.17,1.34,0
-3.66,-1.22,1.05,0
-2.76,-1.24,-0.34,0
-2.31,-1.27,-0.58,0
-2.24,-1.66,-0.31,0
-2.80,-1.31,0.21,0
-3.08,-1.29,0.51,0
-3.18,-1.48,0.15,0
-3.15,-1.74,0.27,0
-2.70,-0.08,-0.59,0
-2.76,0.02,-0.71,0
-2.85,-0.23,0.39,0
-3.37,-0.40,0.73,0
-4.31,-0.41,1.46,0
-4.39,-0.83,2.31,0
-3.85,-0.93,1.45,0
-2.98,-1.02,-0.47,0
-2.22,-1.21,-1.90,0
-2.29,-1.41,-1.95,0
-3.10,-1.43,-1.48,0
-4.01,-1.82,-0.48,0
-3.40,-0.62,0.25,0
-3.61,-0.50,0.86,0
-3.70,-0.81,-0.13,0
-3.36,-1.33,-0.85,0
-3.20,-1.81,-0.69,0
-3.08,-1.18,-0.03,0
-3.24,-0.51,-0.28,0
-3.59,-0.25,0.44,0
-3.75,-0.21,1.68,0
-3.27,-0.90,1.20,0
-2.57,-1.03,0.08,0
-2.18,-0.39,-0.34,0
-3.40,-0.15,-0.03,0
-3.44,-1.24,-0.44,0
-3.63,-1.75,-0.24,0
-3.66,-1.53,-0.06,0
-3.73,-1.00,0.00,0
-3.76,-0.56,0.64,0
-3.78,-0.57,0.77,0
-3.30,-1.17,0.36,0
-2.77,-1.44,-0.67,0
-2.30,-1.36,-0.95,0
-2.37,-1.02,0.08,0
-3.12,-0.35,0.68,0
-3.40,-0.30,-0.11,0
-3.25,-0.22,-0.02,0
-2.89,-0.44,-0.60,0
-2.90,-0.92,-0.40,0
-3.19,-1.01,0.44,0
-3.05,-0.40,0.73,0
-2.66,-0.21,1.27,0
-2.35,-0.42,-0.08,0
-2.56,-0.70,-0.77,0
-2.99,-0.85,0.86,0
-3.08,-0.79,1.48,0
-2.96,-0.52,1.62,0
-2.81,0.26,0.70,0
-2.66,0.53,0.64,0
-2.83,0.44,0.21,0
-3.08,-0.15,0.34,0
-3.62,-0.50,0.71,0
-3.63,-0.82,0.44,0
-3.41,-1.15,-0.44,0
-3.17,-1.24,-0.89,0
-2.93,-1.08,-1.20,0
-2.93,-0.92,-0.83,0
-2.89,-0.44,-0.63,0
-2.81,-0.17,-0.11,0
-2.88,-0.68,0.69,0
-2.55,-0.15,0.79,0
-2.40,0.20,1.15,0
-2.39,0.23,0.77,0
-2.76,-0.15,0.01,0
-2.56,-0.24,0.57,0
-2.95,-0.31,0.14,0
-3.01,-0.37,0.21,0
-3.27,-0.33,0.18,0
-3.31,-0.53,0.11,0
-3.41,-0.27,0.36,0
-3.27,-0.31,-0.02,0
-3.70,-0.73,0.18,0
-3.30,-0.73,-0.24,0
-3.34,-0.83,0.06,0
-3.48,-0.86,0.60,0
-3.27,-0.52,0.70,0
-3.36,-0.60,0.92,0
-2.97,-0.60,0.55,0
-2.63,-0.71,0.16,0
-2.18,-0.76,-0.79,0
-2.38,-0.86,-1.21,0
-2.76,-1.05,-0.71,0
-3.02,-0.81,0.02,0
-3.18,-0.32,-0.95,0
-3.03,-0.51,-0.64,0
-3.21,-0.80,0.02,0
-3.21,-0.90,0.40,0
-3.08,-0.62,0.08,0
-3.09,-0.42,0.19,0
-2.96,-0.06,0.08,0
-2.64,-0.50,0.00,0
-2.59,-0.91,-0.15,0
-2.78,-1.29,-0.69,0
-2.89,-1.43,-0.92,0
-3.26,-1.75,-0.73,0
-4.24,-0.99,2.01,0
-4.11,-1.22,1.55,0
-3.40,-0.86,1.36,0
-2.69,-0.62,0.24,0
-2.58,-0.52,-0.42,0
-2.46,-0.64,-0.31,0
-2.62,-0.82,-0.78,0
-2.46,-0.78,-1.43,0
-2.71,-0.67,-1.57,0
-2.66,-0.73,-1.01,0
-2.89,-0.70,-0.44,0
-3.02,-0.80,-0.47,0
-3.62,-0.08,1.74,0
-3.34,-0.10,1.11,0
-3.08,-0.43,0.73,0
-2.82,-0.73,0.88,0
-2.47,-0.73,0.49,0
-2.20,-0.63,-0.50,0
-2.27,-0.66,-0.32,0
-2.46,-0.89,0.66,0
-2.77,-0.90,0.67,0
-2.94,-1.19,0.94,0
-2.95,-0.84,1.05,0
-2.70,-0.61,0.44,0
-3.73,-0.97,0.58,0
-3.58,-1.01,0.17,0
-3.40,-1.08,-0.07,0
-3.65,-1.18,0.39,0
-4.13,-1.40,1.20,0
-4.24,-1.25,1.59,0
-4.08,-1.20,1.12,0
-3.19,-0.87,0.40,0
-2.72,-0.95,-0.15,0
-2.42,-0.98,-0.37,0
-2.27,-0.95,-0.40,0
-2.86,-0.77,-0.45,0
25.14,-141.76,-250.14,1
-20.36,-143.78,-250.14,1
-36.95,-67.40,-250.14,1
-35.90,17.52,-237.85,1
-22.44,51.95,-233.75,1
-8.25,41.85,-230.95,1
-11.69,17.81,-220.17,1
-24.47,3.13,-247.21,1
-22.58,-4.12,-250.14,1
-20.15,-8.61,-250.14,1
-16.75,-10.64,-238.85,1
-13.27,-16.82,-226.44,1
1.41,-27.05,132.41,1
4.45,-24.24,155.34,1
16.82,-18.05,182.77,1
31.87,-18.12,209.07,1
42.49,-20.33,213.61,1
61.47,-25.85,223.75,1
57.42,-27.67,221.13,1
46.81,-25.31,224.74,1
37.92,-26.11,222.79,1
32.09,-31.69,225.13,1
30.15,-36.35,239.54,1
29.98,-42.42,250.13,1
-11.79,0.15,-250.14,1
-17.28,-13.69,-250.14,1
-24.18,-31.66,-250.14,1
-28.11,-58.31,-250.14,1
-30.87,-87.60,-250.14,1
-36.37,-105.60,-250.14,1
-23.44,-100.82,-250.14,1
10.80,-84.02,-250.14,1
27.64,-74.34,-250.14,1
42.28,-74.57,-250.14,1
53.64,-71.27,-250.14,1
59.84,-68.33,-250.14,1
-4.76,7.02,25.06,1
-10.92,0.27,37.58,1
-16.62,-3.17,53.94,1
-22.11,-1.89,73.37,1
-25.24,-0.74,92.34,1
-28.14,-0.56,110.17,1
-31.11,0.05,112.92,1
-30.58,-0.05,98.60,1
-25.50,-0.63,89.59,1
-19.17,0.19,83.93,1
-15.97,1.21,72.11,1
-15.14,0.15,72.68,1
-84.78,-39.92,250.13,1
-107.82,-45.24,250.13,1
-122.43,-50.69,250.13,1
-132.18,-57.46,250.13,1
-126.22,-9.63,250.13,1
-84.05,97.31,250.13,1
8.55,161.71,250.13,1
67.03,140.15,250.13,1
26.88,74.25,250.13,1
-45.50,3.73,250.13,1
-100.68,-23.50,250.13,1
-145.15,-49.53,250.13,1
13.93,-24.72,31.76,1
10.71,-21.40,19.58,1
6.76,-15.27,5.66,1
2.92,-7.98,-13.32,1
0.89,-4.61,-24.40,1
0.52,-6.56,-23.42,1
1.61,-6.72,-28.13,1
4.26,-4.98,-32.81,1
8.10,-6.20,-34.84,1
12.57,-8.31,-49.85,1
17.40,-9.91,-69.82,1
18.47,-5.91,-87.27,1
120.68,-62.02,-250.14,1
132.46,-38.54,-250.14,1
116.71,-14.85,-250.14,1
86.47,-5.05,-250.14,1
78.91,-19.54,-250.14,1
105.41,-28.93,-250.14,1
